route_id,service_id,trip_id,direction_id,trip_headsign,shape_id
PAT-MOR-3180,32,6176603,0,Mount Lawley,117869
PAT-MOR-3105,21,6183249,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,21,6183250,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,21,6183252,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,21,6183253,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,21,6183254,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,21,6183255,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,21,6183256,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,21,6183257,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,21,6183258,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,14,6183262,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,14,6183263,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,14,6183264,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183265,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183266,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183267,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183268,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183269,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183270,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183271,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183272,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183273,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183274,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183275,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183277,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183278,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183280,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183281,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183282,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183284,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183285,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183286,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183287,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183288,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183289,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183290,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,14,6183291,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,14,6183292,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,14,6183293,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,14,6183294,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,14,6183295,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,14,6183297,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,14,6183299,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,14,6183300,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,14,6183301,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,14,6183302,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,14,6183303,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,14,6183304,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,14,6183305,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,21,6183307,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,21,6183308,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,21,6183309,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,21,6183310,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,32,6183311,1,Mirrabooka Bus Stn,117915
PAT-MOR-3105,15,6183312,1,Mirrabooka Bus Stn,117916
PAT-MOR-3105,21,6183314,0,Perth Busport,117917
PAT-MOR-3105,21,6183315,0,Perth Busport,117917
PAT-MOR-3105,21,6183319,0,Perth Busport,117917
PAT-MOR-3105,21,6183320,0,Perth Busport,117917
PAT-MOR-3105,21,6183321,0,Perth Busport,117917
PAT-MOR-3105,21,6183322,0,Perth Busport,117917
PAT-MOR-3105,21,6183323,0,Perth Busport,117917
PAT-MOR-3105,21,6183324,0,Perth Busport,117917
PAT-MOR-3105,21,6183325,0,Perth Busport,117917
PAT-MOR-3105,21,6183326,0,Perth Busport,117917
PAT-MOR-3105,21,6183327,0,Perth Busport,117917
PAT-MOR-3105,21,6183328,0,Perth Busport,117917
PAT-MOR-3105,21,6183329,0,Perth Busport,117917
PAT-MOR-3105,14,6183330,0,Perth Busport,117917
PAT-MOR-3105,14,6183331,0,Perth Busport,117917
PAT-MOR-3105,14,6183332,0,Perth Busport,117917
PAT-MOR-3105,14,6183333,0,Perth Busport,117917
PAT-MOR-3105,14,6183334,0,Perth Busport,117917
PAT-MOR-3105,14,6183335,0,Perth Busport,117917
PAT-MOR-3105,14,6183336,0,Perth Busport,117917
PAT-MOR-3105,14,6183337,0,Perth Busport,117917
PAT-MOR-3105,14,6183338,0,Perth Busport,117917
PAT-MOR-3105,14,6183339,0,Perth Busport,117917
PAT-MOR-3105,14,6183340,0,Perth Busport,117917
PAT-MOR-3105,32,6183341,0,Perth Busport,117917
PAT-MOR-3105,32,6183342,0,Perth Busport,117917
PAT-MOR-3105,32,6183343,0,Perth Busport,117917
PAT-MOR-3105,32,6183344,0,Perth Busport,117917
PAT-MOR-3105,32,6183345,0,Perth Busport,117917
PAT-MOR-3105,32,6183346,0,Perth Busport,117917
PAT-MOR-3105,32,6183347,0,Perth Busport,117917
PAT-MOR-3105,32,6183348,0,Perth Busport,117917
PAT-MOR-3105,32,6183349,0,Perth Busport,117917
PAT-MOR-3105,32,6183352,0,Perth Busport,117917
PAT-MOR-3105,32,6183353,0,Perth Busport,117917
PAT-MOR-3105,32,6183354,0,Perth Busport,117917
PAT-MOR-3105,32,6183355,0,Perth Busport,117917
PAT-MOR-3105,32,6183356,0,Perth Busport,117917
PAT-MOR-3105,32,6183357,0,Perth Busport,117917
PAT-MOR-3105,32,6183358,0,Perth Busport,117917
PAT-MOR-3105,32,6183359,0,Perth Busport,117917
PAT-MOR-3105,32,6183360,0,Perth Busport,117917
PAT-MOR-3105,32,6183361,0,Perth Busport,117917
PAT-MOR-3105,32,6183362,0,Perth Busport,117917
PAT-MOR-3105,32,6183363,0,Perth Busport,117917
PAT-MOR-3105,32,6183364,0,Perth Busport,117917
PAT-MOR-3105,32,6183365,0,Perth Busport,117917
PAT-MOR-3105,14,6183366,0,Perth Busport,117917
PAT-MOR-3105,14,6183367,0,Perth Busport,117917
PAT-MOR-3105,14,6183368,0,Perth Busport,117917
PAT-MOR-3105,14,6183369,0,Perth Busport,117917
PAT-MOR-3105,32,6183372,0,Perth Busport,117917
PAT-MOR-3105,14,6183373,0,Perth Busport,117917
PAT-MOR-3106,32,6183374,1,Mirrabooka Bus Stn,117918
PAT-MOR-3106,32,6183375,1,Mirrabooka Bus Stn,117918
PAT-MOR-3106,32,6183376,1,Mirrabooka Bus Stn,117918
PAT-MOR-3106,32,6183377,1,Mirrabooka Bus Stn,117918
PAT-MOR-3106,32,6183378,1,Mirrabooka Bus Stn,117918
PAT-MOR-3106,32,6183379,1,Mirrabooka Bus Stn,117918
PAT-MOR-3106,14,6183380,1,Mirrabooka Bus Stn,117918
PAT-MOR-3106,32,6183381,1,Mirrabooka Bus Stn,117918
PAT-MOR-3106,14,6183382,1,Mirrabooka Bus Stn,117918
PAT-MOR-3106,32,6183383,1,Mirrabooka Bus Stn,117918
PAT-MOR-3106,14,6183384,1,Mirrabooka Bus Stn,117918
PAT-MOR-3106,32,6183385,1,Mirrabooka Bus Stn,117918
PAT-MOR-3106,32,6183386,1,Mirrabooka Bus Stn,117918
PAT-MOR-3106,32,6183387,1,Mirrabooka Bus Stn,117918
PAT-MOR-3106,14,6183388,1,Mirrabooka Bus Stn,117918
PAT-MOR-3106,32,6183389,1,Mirrabooka Bus Stn,117918
PAT-MOR-3106,14,6183390,1,Mirrabooka Bus Stn,117918
PAT-MOR-3106,14,6183391,1,Mirrabooka Bus Stn,117918
PAT-MOR-3106,32,6183393,1,Mirrabooka Bus Stn,117918
PAT-MOR-3106,32,6183394,1,Mirrabooka Bus Stn,117918
PAT-MOR-3106,13,6183395,1,Mirrabooka Bus Stn,117918
PAT-MOR-3106,32,6183396,1,Mirrabooka Bus Stn,117918
PAT-MOR-3106,15,6183397,1,Mirrabooka Bus Stn,117919
PAT-MOR-3106,32,6183398,0,Perth Busport,117920
PAT-MOR-3106,32,6183399,0,Perth Busport,117920
PAT-MOR-3106,32,6183400,0,Perth Busport,117920
PAT-MOR-3106,32,6183401,0,Perth Busport,117920
PAT-MOR-3106,32,6183402,0,Perth Busport,117920
PAT-MOR-3106,14,6183403,0,Perth Busport,117920
PAT-MOR-3106,32,6183404,0,Perth Busport,117920
PAT-MOR-3106,14,6183405,0,Perth Busport,117920
PAT-MOR-3106,32,6183406,0,Perth Busport,117920
PAT-MOR-3106,14,6183407,0,Perth Busport,117920
PAT-MOR-3106,32,6183408,0,Perth Busport,117920
PAT-MOR-3106,32,6183409,0,Perth Busport,117920
PAT-MOR-3106,32,6183410,0,Perth Busport,117920
PAT-MOR-3106,14,6183411,0,Perth Busport,117920
PAT-MOR-3106,32,6183412,0,Perth Busport,117920
PAT-MOR-3106,14,6183413,0,Perth Busport,117920
PAT-MOR-3106,14,6183414,0,Perth Busport,117920
PAT-MOR-3106,32,6183416,0,Perth Busport,117920
PAT-MOR-3106,32,6183417,0,Perth Busport,117920
PAT-MOR-3106,32,6183418,0,Perth Busport,117920
PAT-MOR-3106,32,6183419,0,Perth Busport,117920
PAT-MOR-3106,32,6183420,0,Perth Busport,117920
PAT-MOR-3967,32,6183693,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183694,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183695,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183696,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183697,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183698,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183699,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183700,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183701,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183702,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183703,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183704,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183705,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183706,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183707,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183708,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183709,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183710,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183711,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183712,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183713,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183714,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183715,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183716,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183717,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183718,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183719,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183720,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183721,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183722,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183723,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183724,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183725,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183726,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183727,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183728,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183729,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183730,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183731,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183732,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183733,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183734,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183735,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183736,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183737,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183738,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183739,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183740,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183741,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183742,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183743,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183744,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183745,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183746,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183747,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183748,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183749,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183750,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183751,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183752,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183753,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183754,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183755,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183756,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183757,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183758,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183759,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183760,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183761,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183762,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183763,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183764,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183765,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183766,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183767,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183768,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183769,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183770,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183771,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183772,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183773,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183774,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183775,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183776,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183777,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183778,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183779,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183780,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183781,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183782,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183783,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183784,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183785,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183786,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183787,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183788,1,Ballajura Stn,117930
PAT-MOR-3967,14,6183789,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183790,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183791,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183792,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183793,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183794,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183795,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183796,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183797,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183798,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183799,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183800,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183801,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183802,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183803,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183804,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183805,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183806,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183807,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183808,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183809,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183810,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183811,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183812,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183813,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183814,1,Ballajura Stn,117930
PAT-MOR-3967,21,6183815,1,Ballajura Stn,117930
PAT-MOR-3967,32,6183816,1,Ballajura Stn,117931
PAT-MOR-3967,32,6183817,0,Warwick Stn,117932
PAT-MOR-3967,32,6183818,0,Warwick Stn,117932
PAT-MOR-3967,32,6183819,0,Warwick Stn,117932
PAT-MOR-3967,32,6183820,0,Warwick Stn,117932
PAT-MOR-3967,32,6183821,0,Warwick Stn,117932
PAT-MOR-3967,32,6183822,0,Warwick Stn,117932
PAT-MOR-3967,32,6183823,0,Warwick Stn,117932
PAT-MOR-3967,32,6183824,0,Warwick Stn,117932
PAT-MOR-3967,32,6183825,0,Warwick Stn,117932
PAT-MOR-3967,32,6183826,0,Warwick Stn,117932
PAT-MOR-3967,32,6183827,0,Warwick Stn,117932
PAT-MOR-3967,32,6183828,0,Warwick Stn,117932
PAT-MOR-3967,32,6183829,0,Warwick Stn,117932
PAT-MOR-3967,32,6183830,0,Warwick Stn,117932
PAT-MOR-3967,32,6183831,0,Warwick Stn,117932
PAT-MOR-3967,32,6183832,0,Warwick Stn,117932
PAT-MOR-3967,32,6183833,0,Warwick Stn,117932
PAT-MOR-3967,32,6183834,0,Warwick Stn,117932
PAT-MOR-3967,32,6183835,0,Warwick Stn,117932
PAT-MOR-3967,32,6183836,0,Warwick Stn,117932
PAT-MOR-3967,32,6183837,0,Warwick Stn,117932
PAT-MOR-3967,32,6183838,0,Warwick Stn,117932
PAT-MOR-3967,32,6183839,0,Warwick Stn,117932
PAT-MOR-3967,32,6183840,0,Warwick Stn,117932
PAT-MOR-3967,32,6183841,0,Warwick Stn,117932
PAT-MOR-3967,32,6183842,0,Warwick Stn,117932
PAT-MOR-3967,32,6183843,0,Warwick Stn,117932
PAT-MOR-3967,32,6183844,0,Warwick Stn,117932
PAT-MOR-3967,32,6183845,0,Warwick Stn,117932
PAT-MOR-3967,32,6183846,0,Warwick Stn,117932
PAT-MOR-3967,32,6183847,0,Warwick Stn,117932
PAT-MOR-3967,32,6183848,0,Warwick Stn,117932
PAT-MOR-3967,32,6183849,0,Warwick Stn,117932
PAT-MOR-3967,32,6183850,0,Warwick Stn,117932
PAT-MOR-3967,32,6183851,0,Warwick Stn,117932
PAT-MOR-3967,32,6183852,0,Warwick Stn,117932
PAT-MOR-3967,32,6183853,0,Warwick Stn,117932
PAT-MOR-3967,32,6183854,0,Warwick Stn,117932
PAT-MOR-3967,32,6183855,0,Warwick Stn,117932
PAT-MOR-3967,32,6183856,0,Warwick Stn,117932
PAT-MOR-3967,32,6183857,0,Warwick Stn,117932
PAT-MOR-3967,32,6183858,0,Warwick Stn,117932
PAT-MOR-3967,32,6183859,0,Warwick Stn,117932
PAT-MOR-3967,32,6183860,0,Warwick Stn,117932
PAT-MOR-3967,32,6183861,0,Warwick Stn,117932
PAT-MOR-3967,32,6183862,0,Warwick Stn,117932
PAT-MOR-3967,32,6183863,0,Warwick Stn,117932
PAT-MOR-3967,32,6183864,0,Warwick Stn,117932
PAT-MOR-3967,32,6183865,0,Warwick Stn,117932
PAT-MOR-3967,32,6183866,0,Warwick Stn,117932
PAT-MOR-3967,32,6183867,0,Warwick Stn,117932
PAT-MOR-3967,32,6183868,0,Warwick Stn,117932
PAT-MOR-3967,32,6183869,0,Warwick Stn,117932
PAT-MOR-3967,32,6183870,0,Warwick Stn,117932
PAT-MOR-3967,32,6183871,0,Warwick Stn,117932
PAT-MOR-3967,32,6183872,0,Warwick Stn,117932
PAT-MOR-3967,32,6183873,0,Warwick Stn,117932
PAT-MOR-3967,32,6183874,0,Warwick Stn,117932
PAT-MOR-3967,32,6183875,0,Warwick Stn,117932
PAT-MOR-3967,32,6183876,0,Warwick Stn,117932
PAT-MOR-3967,32,6183877,0,Warwick Stn,117932
PAT-MOR-3967,32,6183878,0,Warwick Stn,117932
PAT-MOR-3967,32,6183879,0,Warwick Stn,117932
PAT-MOR-3967,32,6183880,0,Warwick Stn,117932
PAT-MOR-3967,32,6183881,0,Warwick Stn,117932
PAT-MOR-3967,32,6183882,0,Warwick Stn,117932
PAT-MOR-3967,32,6183883,0,Warwick Stn,117932
PAT-MOR-3967,32,6183884,0,Warwick Stn,117932
PAT-MOR-3967,14,6183885,0,Warwick Stn,117932
PAT-MOR-3967,14,6183886,0,Warwick Stn,117932
PAT-MOR-3967,14,6183887,0,Warwick Stn,117932
PAT-MOR-3967,14,6183888,0,Warwick Stn,117932
PAT-MOR-3967,14,6183889,0,Warwick Stn,117932
PAT-MOR-3967,14,6183890,0,Warwick Stn,117932
PAT-MOR-3967,14,6183891,0,Warwick Stn,117932
PAT-MOR-3967,14,6183892,0,Warwick Stn,117932
PAT-MOR-3967,14,6183893,0,Warwick Stn,117932
PAT-MOR-3967,14,6183894,0,Warwick Stn,117932
PAT-MOR-3967,14,6183895,0,Warwick Stn,117932
PAT-MOR-3967,14,6183896,0,Warwick Stn,117932
PAT-MOR-3967,14,6183897,0,Warwick Stn,117932
PAT-MOR-3967,14,6183898,0,Warwick Stn,117932
PAT-MOR-3967,14,6183899,0,Warwick Stn,117932
PAT-MOR-3967,14,6183900,0,Warwick Stn,117932
PAT-MOR-3967,14,6183901,0,Warwick Stn,117932
PAT-MOR-3967,14,6183902,0,Warwick Stn,117932
PAT-MOR-3967,14,6183903,0,Warwick Stn,117932
PAT-MOR-3967,14,6183904,0,Warwick Stn,117932
PAT-MOR-3967,14,6183905,0,Warwick Stn,117932
PAT-MOR-3967,14,6183906,0,Warwick Stn,117932
PAT-MOR-3967,14,6183907,0,Warwick Stn,117932
PAT-MOR-3967,14,6183908,0,Warwick Stn,117932
PAT-MOR-3967,14,6183909,0,Warwick Stn,117932
PAT-MOR-3967,14,6183910,0,Warwick Stn,117932
PAT-MOR-3967,14,6183911,0,Warwick Stn,117932
PAT-MOR-3967,14,6183912,0,Warwick Stn,117932
PAT-MOR-3967,14,6183913,0,Warwick Stn,117932
PAT-MOR-3967,14,6183914,0,Warwick Stn,117932
PAT-MOR-3967,14,6183915,0,Warwick Stn,117932
PAT-MOR-3967,21,6183916,0,Warwick Stn,117932
PAT-MOR-3967,21,6183917,0,Warwick Stn,117932
PAT-MOR-3967,21,6183918,0,Warwick Stn,117932
PAT-MOR-3967,21,6183919,0,Warwick Stn,117932
PAT-MOR-3967,21,6183920,0,Warwick Stn,117932
PAT-MOR-3967,21,6183921,0,Warwick Stn,117932
PAT-MOR-3967,21,6183922,0,Warwick Stn,117932
PAT-MOR-3967,21,6183923,0,Warwick Stn,117932
PAT-MOR-3967,21,6183924,0,Warwick Stn,117932
PAT-MOR-3967,21,6183925,0,Warwick Stn,117932
PAT-MOR-3967,21,6183926,0,Warwick Stn,117932
PAT-MOR-3967,21,6183927,0,Warwick Stn,117932
PAT-MOR-3967,21,6183928,0,Warwick Stn,117932
PAT-MOR-3967,21,6183929,0,Warwick Stn,117932
PAT-MOR-3967,21,6183930,0,Warwick Stn,117932
PAT-MOR-3967,21,6183931,0,Warwick Stn,117932
PAT-MOR-3967,21,6183932,0,Warwick Stn,117932
PAT-MOR-3967,21,6183933,0,Warwick Stn,117932
PAT-MOR-3967,21,6183934,0,Warwick Stn,117932
PAT-MOR-3967,21,6183935,0,Warwick Stn,117932
PAT-MOR-3967,21,6183936,0,Warwick Stn,117932
PAT-MOR-3967,21,6183937,0,Warwick Stn,117932
PAT-MOR-3967,21,6183938,0,Warwick Stn,117932
PAT-MOR-3967,21,6183939,0,Warwick Stn,117932
PAT-MOR-3967,21,6183940,0,Warwick Stn,117932
PAT-MOR-3967,21,6183941,0,Warwick Stn,117932
PAT-MOR-3967,21,6183942,0,Warwick Stn,117932
PAT-MOR-4125,32,6183944,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183945,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183946,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183947,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183948,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183949,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183950,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183951,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183952,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183953,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183954,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183955,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183956,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183957,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183958,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183959,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183960,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183961,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183962,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183963,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183964,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183965,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183966,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183967,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183968,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183969,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183970,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183971,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183972,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183973,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183974,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183975,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183976,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183977,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183978,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183979,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183980,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183981,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183982,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183983,1,Galleria Bus Stn,117934
PAT-MOR-4125,32,6183984,1,Galleria Bus Stn,117934
